LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_entity_default_photo
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(ENTITY_ID,PHOTO_ID,ACTION_TYPE,ACTION_TIME,ACTION_BY)
BEGINDATA
0IHUNV7000XD2MIG,P5C5Y3V3REYJD9FB,I,1999021003:07:20-480,-900
0IHUKXB000XD1MIG,D5AYVYJQ54G1AXFS,I,1999021003:17:46-480,-900
0IHULCJ170XD3MIG,K7XSQWP0B7G773WL,I,1999021003:24:34-480,-900
0IHUNJ80V0XD1MIG,XVPIEL9I32B3R9TD,I,1999021003:28:18-480,-900
0IHUMHJ3C0X23MIG,R9UMKINVXMAMAT5Q,I,1999021003:32:42-480,-900
0IHVNQ80Y0X83MIG,SAS6JMZQUDO05E66,I,1999021003:36:20-480,-900
0IHUNDT100X23MIG,DTBVWY5MHL8WSDVI,I,1999021004:50:00-480,-900
0IHUNYJ060X22MIG,BNVH3D5C7LK0MHKA,I,1999021004:55:00-480,-900
0IHVDYT000X44MIG,JE04RV3OKI7MS6PX,I,1999021004:58:36-480,-900
0IHUXEF000XD3MIG,Y87SLGFEJ78NDSMH,I,1999021005:03:06-480,-900
0IHVG0J000X42MIG,VB2T11EJ1Y9YBHO3,I,1999021005:12:08-480,-900
0IHUPJT000X30MIG,X4C8N0OMSZGRJK5I,I,1999021005:16:32-480,-900
0IHUXEJ1S0XD3MIG,KSYAJJX3MAEFMCMX,I,1999021005:24:00-480,-900
0IHUVYQ000X30MIG,GHU2D5VU6OFNPPWN,I,1999021005:28:24-480,-900
0IHUNWS250XD7MIG,W97NCISZGR8C0Z9U,I,1999021005:32:06-480,-900
0IHUXET090XD3MIG,R8WG8JVLHQ39E7VG,I,1999021005:36:18-480,-900
0IHUXEQ000XD3MIG,OJJ1YY27FXFJYEUW,I,1999021005:48:22-480,-900
0IHUXEK1C0XD3MIG,V8WP05ZJSXFOMYNP,I,1999021005:52:08-480,-900
0IHUX1I0Y0XD7MIG,O8E52IMPSLU0FJ5Z,I,1999021006:03:56-480,-900
0IHUXER2R0XD3MIG,DIDA7SROMU5NZPNC,I,1999021006:26:26-480,-900
0IHUJK9000X31MIG,ZEH99066YRFT7O1H,I,1999021006:30:56-480,-900
0IHUHTZ000X30MIG,Q8ICL87L5CNDUD6A,I,1999021006:36:32-480,-900
0IHUXEY000XD3MIG,V5PVI3MMRAR8PBKU,I,1999021006:45:56-480,-900
0IHUMKU060X23MIG,DTS99ZNLMEGNPS1F,I,1999021016:29:20-480,-900
0IHUSRB1M0XD3MIG,GTAWMWWSNGP3UY7R,I,1999021017:39:06-480,-900
0IHVA21000X41MIG,WJOZILCOJ75LN9H3,I,1999021018:11:14-480,-900
0IHV3HD000XD2MIG,BM4FHVPEYY2Z44XY,I,1999021019:00:28-480,-900
0IHUOE2000X31MIG,AJI5PAAZ66B2KF86,I,1999021019:04:20-480,-900
0IHUY603C0XD7MIG,Y0TUQWGG5IJWYML0,I,1999021019:27:46-480,-900
0IHUXF7250XD3MIG,HKDAB40NG39S4HBN,I,1999021022:17:24-480,-900
0IHUQLD4X0XD2MIG,MEVFDOUK2WJYEA69,I,1999021022:25:08-480,-900
0IHUXF80V0XD3MIG,B16ZBHJFL7RY5FVI,I,1999021101:57:46-480,-900
0IHUWZC330XD3MIG,M6F6IIJAN9TXECAG,I,1999021102:01:16-480,-900
0IHUPXA100XD2MIG,I31R0R642E83ATGJ,I,1999021102:08:56-480,-900
0IHUM5Z240XD3MIG,NO58WZWVR97QDXBX,I,1999021102:16:26-480,-900
0IHVNCW1C0X84MIG,GY0E853MYB98SN5S,I,1999021102:25:50-480,-900
0IHV7ZZ000X30MIG,HFD72PM5X3XEICGT,I,1999021102:29:58-480,-900
0IHUYH43B0XD2MIG,Z3B86XYD3OTFNRZ5,I,1999021106:00:04-480,-900
0IHUXFB000XD3MIG,L9933HLGOW3380I6,I,1999021106:03:20-480,-900
0IHVREB000X83MIG,KPXQMFAOFIKI4IQE,I,1999021106:06:46-480,-900
0IHVM36ED0X85MIG,JBIEML8N9VOOSXDM,I,1999021106:09:38-480,-900
0IHUXFT1C0XD3MIG,FGOBZEHVL1KWRDDU,I,1999021106:14:42-480,-900
0IHUTQM000XD1MIG,YBN537SDGRU3UIT1,I,1999021106:19:02-480,-900
0IHUMWM000X22MIG,B5NJ4ZXW5DOLHL0X,I,1999021106:21:54-480,-900
0IHUXFR000XD3MIG,S5O7UYWQL08QVMOW,I,1999021106:26:36-480,-900
0IHUXFR300XD3MIG,YNEFEP1P0JGHKJOF,I,1999021106:31:48-480,-900
0IHUQVG130XD1MIG,HZ5CW642XEI0QACU,I,1999021106:35:04-480,-900
0IHUXFM2X0XD3MIG,EATYVVPPGTK5I6WS,I,1999021106:38:26-480,-900
0IHUO2F000XD1MIG,Y7IWK4CIADD9FWGV,I,1999021106:42:24-480,-900
0IHUXFM000XD3MIG,V04OUJDPZQOQAJS3,I,1999021106:53:26-480,-900
0IHV2BQ000X31MIG,TOLHVHFZ8BUE5GWT,I,1999021106:56:52-480,-900
0IHUPZV270XD3MIG,RJ6BAF2F9O3Q4Z8J,I,1999021107:00:12-480,-900
0IHUXFL000XD3MIG,BNDHUS8TS1NGUN9G,I,1999021107:03:40-480,-900
0IHUZ0G400XD7MIG,X619PC7D67AH8W52,I,1999021107:07:14-480,-900
0IHUXFD000XD3MIG,A3DPOWXAUXOSTVER,I,1999021107:21:48-480,-900
0IHUL9C5U0XD3MIG,FVBYDQH1SKYJM36O,I,1999021107:26:04-480,-900
0IHUXFE440XD3MIG,K9EC0TQBM6QWM8ZH,I,1999021107:29:18-480,-900
0IHUXFS200XD3MIG,TTYFSYUX5HEW67BH,I,1999021107:30:04-480,-900
0IHUPJ0000X23MIG,J3B6MF8245OZ67OU,I,1999021118:48:02-480,-900
0IHUXGB430XD3MIG,WKLRUF0TTOEX581A,I,1999021120:16:52-480,-900
0IHUZE9000XD7MIG,BB487RMPKK2AJV6M,I,1999021121:22:04-480,-900
0IHULAQKD0XD3MIG,I5KYXHQBIPA9MVUE,I,1999021121:32:16-480,-900
0IHV504000X30MIG,JH91H81F7LT8FW3T,I,1999021121:43:50-480,-900
0IHUJSRQS0X23MIG,FV4OZLP1EYJTLUOL,I,1999021121:58:36-480,-900
0IHULTT000X31MIG,JNZ96ANC0FF8M66O,I,1999021121:59:32-480,-900
0IHVGDL000X44MIG,RQS6NA4MO9F7633R,I,1999021122:21:48-480,-900
0IHV2MV060X31MIG,Z758ULAH77U5QY0Y,I,1999021202:15:02-480,-900
0IHUXGC2U0XD3MIG,Q2K3MSEMP1SDE5P5,I,1999021202:42:08-480,-900
0IHUJV11V0X22MIG,Y0B7B6PX1VUS5YAN,I,1999021202:46:08-480,-900
0IHVKZG200X84MIG,A48NAFEQFU66JX4M,I,1999021202:50:06-480,-900
0IHVNN91M0X83MIG,NMEO7WGW8LT7A0P0,I,1999021203:00:12-480,-900
0IHULBLVQ0XD3MIG,K60I1WXGSLRAG5FE,I,1999021203:07:12-480,-900
0IHUOWL160X22MIG,UXKDDBSIIKLT5OWK,I,1999021203:12:32-480,-900
0IHUWLN000XD7MIG,RB1P2HTIFCPE6RQX,I,1999021203:16:32-480,-900
0IHVACO000X41MIG,QIBE5R00NH9UY4SZ,I,1999021203:20:06-480,-900
0IHUKGU000X22MIG,LSY398XF19FTZBXW,I,1999021203:24:24-480,-900
0IHUW36000X31MIG,DGMDN1C9TY5QAIBL,I,1999021203:29:32-480,-900
0IHUKYN000XD1MIG,XVEGG04H2P5A0H3U,I,1999021203:38:00-480,-900
0IHUXGD2A0XD3MIG,TMHLF6LO2RCCMT1V,I,1999021203:40:58-480,-900
0IHUXGI260XD3MIG,ZWLI7OT0TX2TGP3B,I,1999021203:50:30-480,-900
0IHUOGC1C0XD3MIG,KBVKXXUFUS39U85R,I,1999021206:05:04-480,-900
0IHUXGJ000XD3MIG,A9XFOP9FUZBFB3GF,I,1999021206:08:34-480,-900
0IHUXGN3P0XD3MIG,QG54C46HTD4G4ICQ,I,1999021206:22:28-480,-900
0IHUUGQ000XD3MIG,MPN9C64AH1PRZ9MA,I,1999021206:26:26-480,-900
0IHUXGN000XD3MIG,N86V50WY3PQPBEXX,I,1999021206:29:58-480,-900
0IHUQXF000XD3MIG,IIM3THLVOPX69CFK,I,1999021206:33:56-480,-900
0IHUXGL000XD3MIG,TIZ6TXDYJYBLO3EB,I,1999021206:37:42-480,-900
0IHV5QE1A0XD1MIG,ICWJW1VVT39RU011,I,1999021206:41:14-480,-900
0IHUTY4000XD3MIG,MTFDWZZQX054VUVC,I,1999021206:45:50-480,-900
0IHUXGG3W0XD3MIG,NBSRX2LU8A544TMI,I,1999021207:10:14-480,-900
0IHUYHQ000XD7MIG,OT5U07DDI4FF1QTC,I,1999021207:25:00-480,-900
0IHUP6S0C0X22MIG,ZGRQ5CJ16MPG1V82,I,1999021216:58:26-480,-900
0IHUQAU0V0XD3MIG,MI6Z787V8DES97VF,I,1999021217:11:50-480,-900
0IHVM39X30X85MIG,UA2DU3UMASE3SJIP,I,1999021217:21:14-480,-900
0IHUR0U2Y0XD3MIG,A4KFO2EKLR95NDPA,I,1999021217:37:16-480,-900
0IHUXH1000XD3MIG,CLUMUWKV8B2AAW0B,I,1999021217:51:26-480,-900
0IHUXH3000XD3MIG,CWQINMTH5EFH4OZ8,I,1999021218:05:56-480,-900
0IHUXH5000XD3MIG,VXY7PQBKWU0KHQEX,I,1999021218:18:14-480,-900
0IHUXH8000XD3MIG,V9OPCU4GYJRPYHEX,I,1999021218:57:18-480,-900
0IHUQIM060XD3MIG,FBA3DDEBBSPXRQHU,I,1999021219:07:58-480,-900
0IHUWFSVR0XD7MIG,KZIBSO7869UB3ZTQ,I,1999021219:21:10-480,-900
0IHULSP1F0XD2MIG,X2BN8AQQ0YEX3EOM,I,1999021220:08:14-480,-900
0IHV4E2390XD1MIG,XZT0MNJEGCI9VBGA,I,1999021220:13:16-480,-900
0IHUXH92D0XD3MIG,BEK5HC28RY0TEWZD,I,1999021220:28:10-480,-900
0IHUL8TQM0XD3MIG,GJGWM4N7S4MBWVFX,I,1999021222:19:24-480,-900
0IHUYS8000XD2MIG,IF979N2LO7YV2ZVC,I,1999021222:20:46-480,-900
0IHV0Z8000X30MIG,OLFN9TBSMMQBS17B,I,1999021222:22:38-480,-900
0IHUWY4000XD3MIG,FMQ4Q3YH89DDT426,I,1999021222:28:48-480,-900
0IHUXHD000XD3MIG,S4MM9OBKJ5Q3YSEK,I,1999021222:39:14-480,-900
0IHUL8F9S0XD3MIG,STG92D6P91NNUI23,I,1999021301:25:50-480,-900
0IHUQAU000XD2MIG,ZIPCGJJG1TYVAKVZ,I,1999021301:35:30-480,-900
0IHUSNL0V0XD3MIG,RAQ1HIWYBQS4XY3X,I,1999021301:39:48-480,-900
0IHUL8HG80XD3MIG,J1RJGBWIO3HNB5V3,I,1999021302:13:46-480,-900
0IHUK0F000X30MIG,DLAI5414FDH1XXF8,I,1999021302:56:24-480,-900
0IHUK33000X30MIG,R46DN19S4VC6VAO2,I,1999021303:00:22-480,-900
0IHUXHJ000XD3MIG,C2EQ3GFP91R2GLKZ,I,1999021303:04:48-480,-900
0IHUXHI000XD3MIG,XD47S3UDZJ0SXD54,I,1999021303:14:46-480,-900
0IHUXHP000XD3MIG,FZZRVV4CSPKITP25,I,1999021304:10:12-480,-900
0IHUR8X000XD3MIG,RYS7D4IHF8MX1P7I,I,1999021304:18:20-480,-900
0IHUXHQ3A0XD3MIG,Q36ZSSI44SG3CEV6,I,1999021304:24:16-480,-900
0IHUXHR1N0XD3MIG,PUP15BK07WGNBOGA,I,1999021304:38:08-480,-900
0IHUTCG090XD3MIG,YV1V86SI5CKJLS52,I,1999021304:46:20-480,-900
0IHVPVX000X84MIG,ZRJDWKEE69ZLJPQP,I,1999021304:52:28-480,-900
0IHUXHM000XD3MIG,VHT9AQVOLHD608R9,I,1999021304:58:26-480,-900
0IHUXHG0Y0XD3MIG,PD85HBTRZBQM9484,I,1999021305:02:32-480,-900
0IHUXHO270XD3MIG,VC9ZYBHX34Y99TH7,I,1999021305:31:20-480,-900
0IHUXHW000XD3MIG,Z9QHO6CC6YLI5V36,I,1999021306:03:14-480,-900
0IHUXHX000XD3MIG,EK5BKTC5CCJIL3S5,I,1999021306:07:38-480,-900
0IHUU2P160XD3MIG,YAKRPZ78GNCYKKPF,I,1999021306:11:44-480,-900
0IHUXHT000XD3MIG,CE9W5CFHQHOS3766,I,1999021306:15:56-480,-900
0IHUXHY440XD3MIG,R0VDTSQFR0NWL604,I,1999021306:23:42-480,-900
0IHUWKP1N0XD3MIG,GXUZ7CFFFG5KRFT2,I,1999021306:27:42-480,-900
0IHUQPT270XD1MIG,YCLYFG61DKB2CAZ0,I,1999021310:53:34-480,-900
0IHUXIG000XD3MIG,CDYYSEAHECJ3PXT5,I,1999021316:54:14-480,-900
0IHVN9A000X84MIG,Z08230TJT4ZFI2EJ,I,1999021317:49:20-480,-900
0IHUXIO060XD3MIG,J2JC0XIER1TQ6880,I,1999021317:57:30-480,-900
0IHV1NJ000XD1MIG,E9HP113NZ3CWTHOY,I,1999021321:13:02-480,-900
0IHUXIS2I0XD3MIG,PL3GAXAKXW3BKRUE,I,1999021321:24:40-480,-900
0IHUXIR000XD3MIG,N9E597VZP6AQ2YSR,I,1999021321:25:58-480,-900
0IHUXIT2Q0XD3MIG,L67Y15EFK80QGZER,I,1999021322:45:02-480,-900
0IHVNKQVC0X83MIG,WUGHVYG2LN1E1T4J,I,1999021323:00:10-480,-900
0IHVA7Z000X41MIG,CSYCRM3MP21969MJ,I,1999021405:04:08-480,-900
0IHUXIV000XD3MIG,YK2S0QPGBDKQJMCJ,I,1999021405:06:24-480,-900
0IHUXIY000XD3MIG,WBZG2DCS0KI6BGRI,I,1999021406:21:14-480,-900
0IHULB08B0XD3MIG,OOKUUVELCOFHN796,I,1999021406:32:32-480,-900
0IHUL5L000X23MIG,TB380HPDAGKVA045,I,1999021406:39:02-480,-900
0IHVOKK000X84MIG,I8FJJUFIJ9N7TEIW,I,1999021406:50:54-480,-900
0IHV320000XD2MIG,UGCJ0IFH65P7N1PR,I,1999021406:54:24-480,-900
0IHUXJU1H0XD3MIG,YRLH2SL50SNE30MS,I,1999021415:58:28-480,-900
0IHUXJW190XD3MIG,OUD8FMB9FXV2KRL2,I,1999021416:19:14-480,-900
0IHUKNK000X31MIG,OFMREONOPB6O47C0,I,1999021416:26:26-480,-900
0IHUXJT1C0XD3MIG,F68VZ11CH2NI9DMM,I,1999021416:31:34-480,-900
0IHV49W000XD1MIG,AWRXH0ZDDVO98PO1,I,1999021417:26:06-480,-900
0IHUXJX000XD3MIG,KZPGMZO74A3N7ZRQ,I,1999021417:49:12-480,-900
0IHUROG000XD3MIG,G273P26CW2QRNAA8,I,1999021420:57:14-480,-900
0IHUMDS1G0X22MIG,Z8BOZRPF7YMHXGLT,I,1999021421:11:32-480,-900
0IHV0P9000X30MIG,FB8D4AAB2DR6QNWO,I,1999021504:17:44-480,-900
0IHV1344X0XD1MIG,DJW7BGT6ZPNR5BL5,I,1999021504:24:02-480,-900
0IHUKFF000X30MIG,SPVBUHTR9CGXJT3M,I,1999021504:28:46-480,-900
0IHUXJZ000XD3MIG,BS4BRJGTAL97N8F6,I,1999021504:33:50-480,-900
0IHUWP5000XD3MIG,FHQW4O8XV7SF6KQQ,I,1999021505:20:22-480,-900
0IHUXK0000XD3MIG,VGHUKHRBEHAA5UE9,I,1999021505:29:32-480,-900
0IHUL9G0J0X22MIG,UX9OT8SQZGWSKHA9,I,1999021506:35:24-480,-900
0IHUP8A1A0X22MIG,OXUOBW3OBQ0TAH9C,I,1999021507:02:12-480,-900
0IHUWFC1Q0XD7MIG,MRG4RQGBT9K57VPZ,I,1999021509:37:28-480,-900
0IHUII3HS0X31MIG,L83D9SFC2OJB4I12,I,1999021509:42:40-480,-900
0IHUXK2000XD3MIG,WR7ZCHLN6090LQ54,I,1999021511:10:30-480,-900
0IHV5AK000X31MIG,UG5185OWK09SI7XV,I,1999021511:15:18-480,-900
0IHUX69300XD7MIG,AJB1NTTVPGXB9M19,I,1999021514:54:04-480,-900
0IHUXKC3L0XD3MIG,T93HYKC7GHK1PQXN,I,1999021517:21:04-480,-900
0IHUXKE340XD3MIG,XXNA0BU5YP214S91,I,1999021518:46:34-480,-900
0IHUXKD2T0XD3MIG,RB50B8DTFB7LRUI7,I,1999021518:47:58-480,-900
0IHUXKI000XD3MIG,VKZZB9BFM0NN9A2S,I,1999021521:32:08-480,-900
0IHUXKG0U0XD3MIG,AB36HPR7NARWI0EU,I,1999021521:46:40-480,-900
0IHUOF3000X22MIG,F3P3UGW4I2EUH7B4,I,1999021522:25:08-480,-900
0IHUKIZ1A0X22MIG,N5C1L6UDN1QBD4C5,I,1999021522:30:30-480,-900
0IHUPZ5060X23MIG,Z6SKLS20Z8A4HATD,I,1999021522:40:54-480,-900
0IHUSB9000XD3MIG,PS1GRL84IVO3CQXY,I,1999021522:46:54-480,-900
0IHUTGP0Y0XD3MIG,RDJGN5GN77U0RWQM,I,1999021601:55:58-480,-900
0IHUXKL000XD3MIG,TK21SOEB6ZZ1AUZQ,I,1999021602:02:06-480,-900
0IHUO4S000X23MIG,MDBZEVIPCR6K0UOI,I,1999021602:05:56-480,-900
0IHUXKK370XD3MIG,W1SE6P8LHO9ZM3DX,I,1999021602:10:04-480,-900
0IHUXKP000XD3MIG,B3I18FGRKDBCNYAH,I,1999021603:06:38-480,-900
0IHUPHX160X22MIG,L4HIV3EF2QC0W6JC,I,1999021603:11:04-480,-900
0IHUXKN3D0XD3MIG,XYIFW3B8URSILV47,I,1999021603:15:32-480,-900
0IHUXAQ2F0XD7MIG,HB356BTFHHNOLXDY,I,1999021603:21:12-480,-900
0IHUSYM1I0XD3MIG,QVI06L6WI7TG0LUX,I,1999021604:29:28-480,-900
0IHUXKM060XD3MIG,OSUS0J4REQEVGA4R,I,1999021604:32:18-480,-900
0IHUOHJ000XD2MIG,MG2SNT5OLPAD2KHA,I,1999021604:50:06-480,-900
0IHUY4J000XD7MIG,LMCH4PGYM01MXO30,I,1999021605:27:30-480,-900
0IHUYEP0X0XD2MIG,SFFO2LSMENWLI1GQ,I,1999021605:32:36-480,-900
0IHVPGT000X84MIG,KYF66KZSK3D4S7A8,I,1999021605:40:14-480,-900
0IHUXWI430XD7MIG,EFWU7B8OXNHLPFBX,I,1999021606:04:34-480,-900
0IHUNG0000X23MIG,ZBXZQ1B2S3TT9C1V,I,1999021618:55:22-480,-900
0IHUXKY000XD3MIG,PKX0E6SE2CKOLIRW,I,1999021619:27:44-480,-900
0IHUXKZ1C0XD3MIG,HLPIOUF379L5DEDH,I,1999021620:43:44-480,-900
0IHUXL0240XD3MIG,SVU5WI0MIA6UCFQQ,I,1999021620:52:36-480,-900
0IHV3KJ000X31MIG,XKSXLDVN4G65BDKQ,I,1999021621:00:08-480,-900
0IHVCLE000X44MIG,FVVY00LIWYSVXGIF,I,1999021621:06:02-480,-900
0IHUXL24P0XD3MIG,NGSVC6OAN4IOVLOR,I,1999021621:22:18-480,-900
0IHUT781V0XD1MIG,YKLTQZH5O2BKHJ33,I,1999021622:18:28-480,-900
0IHUMZ3090XD1MIG,UISOHBDLWXV2ARTF,I,1999021622:26:08-480,-900
0IHUXL32D0XD3MIG,O2FGENEVQ46NYN3J,I,1999021622:33:14-480,-900
0IHUXL42R0XD3MIG,S5K1OM6BZ4GOQHDU,I,1999021622:42:18-480,-900
0IHV5KZ360XD1MIG,FUHM1KBCJVI6IHWU,I,1999021622:44:46-480,-900
0IHVBO3I00X51MIG,PDS1IP781SQ09PAP,I,1999021623:10:16-480,-900
0IHULJV190XD3MIG,YZ0GX6P5YKPHCRLS,I,1999021702:07:28-480,-900
0IHUSO8000XD3MIG,EPRWCMQ5Z6PYL7IP,I,1999021702:17:24-480,-900
0IHUXLE000XD3MIG,IHQ2W5M0VBI7IPD0,I,1999021702:25:14-480,-900
0IHUV09000XD3MIG,G4QWMRWW6D5ZZTJE,I,1999021702:29:18-480,-900
0IHUXLA3U0XD3MIG,V933HXS7G3GY81UG,I,1999021702:32:16-480,-900
0IHUXL96B0XD3MIG,BPHFHPZNK9XJOZ1Y,I,1999021702:36:00-480,-900
0IHUPB82R0XD3MIG,X2GKJIB12R6JOQC3,I,1999021702:41:42-480,-900
0IHVMOQ000X85MIG,STM48GLUZE9WYWAQ,I,1999021702:49:42-480,-900
0IHUXLR3G0XD3MIG,GTK3ZIOPQDRDW81B,I,1999021703:02:00-480,-900
0IHUMTD060XD1MIG,A8OVO38NY1K070KS,I,1999021703:06:26-480,-900
0IHUXL8000XD3MIG,TQOCYCJA2LC7CIS9,I,1999021703:09:38-480,-900
0IHUYZ0000X31MIG,J96IX07IWYNSP5FT,I,1999021703:13:30-480,-900
0IHUPG7240XD3MIG,ZFXWEJUH8654IPU2,I,1999021703:19:04-480,-900
0IHUXLG000XD3MIG,Y80KLAUIWZEJ6REA,I,1999021703:22:08-480,-900
0IHUXLQ000XD3MIG,NAPGXS1WXTN8EMXI,I,1999021703:27:20-480,-900
0IHUYN03W0XD7MIG,VZF9BPMOUEEKX61Q,I,1999021703:33:42-480,-900
0IHUYQS000XD7MIG,FI6YA55MKS504WTX,I,1999021703:37:22-480,-900
0IHUXL5320XD3MIG,GCUXV5MIIBQANFWD,I,1999021703:42:12-480,-900
0IHV7OI000X31MIG,C8ZK14LRATFIXJWW,I,1999021703:47:02-480,-900
0IHUXLT000XD3MIG,AYH8XN2UCGQY3187,I,1999021705:55:54-480,-900
0IHUXM02H0XD3MIG,HUGTF9L79O9HGZ0Y,I,1999021706:16:58-480,-900
0IHVM19QQ0X85MIG,ILTJAUIQ5F3YH0W8,I,1999021706:24:14-480,-900
0IHUT780U0XD3MIG,INWTMTKGEFVGLRXL,I,1999021706:43:00-480,-900
0IHUV0A3P0XD3MIG,QHG4276Y7Q5OO5QG,I,1999021706:47:28-480,-900
0IHVMCT000X85MIG,QLH77P1ZUE3Q2133,I,1999021706:52:20-480,-900
0IHUXLW000XD3MIG,HJ3GE6JLH63JOIKU,I,1999021706:58:58-480,-900
0IHUKMZ1A0XD1MIG,YA6FIM0UHZQ5BCZF,I,1999021707:08:10-480,-900
0IHUTJU3I0XD3MIG,HFN2HX7QA8FIRL0D,I,1999021707:14:34-480,-900
0IHUXLW2U0XD3MIG,UR6QNRPVJD8QFSIJ,I,1999021707:18:56-480,-900
0IHUXLZ000XD3MIG,VGDYAK5QYMG5FNJD,I,1999021707:23:16-480,-900
0IHUL9FBW0XD3MIG,RWD821N7N0FBQCHF,I,1999021707:27:08-480,-900
0IHUUZ4000XD3MIG,UN32GQ3EKU1C5FFC,I,1999021717:17:16-480,-900
0IHVBPHCE0X51MIG,DRP5KTW7MPAV3M8E,I,1999021717:43:56-480,-900
0IHUZFV770XD7MIG,Z6LGXG9X78MHH32Z,I,1999021718:48:40-480,-900
0IHUXN62A0XD3MIG,U4PLC6RDNBLEMDKG,I,1999021718:52:50-480,-900
0IHVNK3000X84MIG,NZFIG7NWY6V23HM9,I,1999021718:57:00-480,-900
0IHUTY0160XD3MIG,AD2TYGTN3U1DKICX,I,1999021719:01:40-480,-900
0IHVKRY000X84MIG,M16C6WHPEU1Q80YM,I,1999021719:05:58-480,-900
0IHULP5090X23MIG,FWB3VKC1KYOB87C2,I,1999021719:10:36-480,-900
0IHUXN9000XD3MIG,A1D01QCALVZ6B862,I,1999021719:16:06-480,-900
0IHUXNP000XD3MIG,SDVXH6FV9V76O759,I,1999021720:59:20-480,-900
0IHUXNF000XD3MIG,YD0WZU3I6DHCCUR9,I,1999021721:03:48-480,-900
0IHVCIP000X44MIG,XLT37AU9AF18MQDP,I,1999021721:08:36-480,-900
0IHVGY9000X51MIG,RR73ZEUPDLVM7WZS,I,1999021721:13:04-480,-900
0IHUZE4000XD2MIG,FSAJMEXZQFPFO82J,I,1999021721:56:04-480,-900
0IHUO11000X22MIG,R6ZPQKAWU2QZHKTI,I,1999021722:05:54-480,-900
0IHUVAJ5D0XD3MIG,W84BVQPYDLUM1IZ4,I,1999021722:11:46-480,-900
0IHUJZB000X22MIG,SJFUMJXLM8DC9Q27,I,1999021722:21:06-480,-900
0IHUKWL000X23MIG,S5QAR40NXFNOOITL,I,1999021722:25:30-480,-900
0IHUWJL0Z0XD3MIG,H0RB5GPAK7S33G7J,I,1999021722:30:50-480,-900
0IHUYG91C0XD2MIG,TBW5PZ58GVO5Y7ID,I,1999021722:32:14-480,-900
0IHVEAV000X51MIG,VBVBR9IBG8OQ4W1B,I,1999021800:53:58-480,-900
0IHUSPO000XD3MIG,HYBA1B58Q4EAHQSL,I,1999021800:57:38-480,-900
0IHUY0F1V0XD2MIG,UO8UUKE2617W2XRE,I,1999021801:02:02-480,-900
0IHUIAF000X30MIG,CN9V8CTZ5FKTFT2F,I,1999021801:05:42-480,-900
0IHUQA6000XD2MIG,GPOLW4JPROJAFNPC,I,1999021803:58:42-480,-900
0IHUTSC6A0XD2MIG,FTO3L3ATN6EG7U11,I,1999021804:03:16-480,-900
0IHUUBW000XD3MIG,KWA2B1SVUH7UMYCU,I,1999021804:07:04-480,-900
0IHUXOI160XD3MIG,YS4ASZJ3VV8RPSF2,I,1999021804:11:06-480,-900
0IHUXON3F0XD3MIG,RNB7MSHWNUK64Z7U,I,1999021804:15:12-480,-900
0IHUT5M2U0XD3MIG,V90KEGB1UDCTNTQ2,I,1999021804:23:26-480,-900
0IHVKWW000X84MIG,FRVJ476O6PPXPWHA,I,1999021804:27:46-480,-900
0IHUXOZ2J0XD3MIG,IJ2RHTSL81P35C19,I,1999021804:32:28-480,-900
0IHUXZL000XD7MIG,VQNWAQ8N1I41IE99,I,1999021804:36:06-480,-900
0IHUJTE9R0XD2MIG,RRWE5FE046E1LPSW,I,1999021804:39:48-480,-900
0IHUJUK1O0X23MIG,GAN423IM6RJSLT0B,I,1999021804:43:58-480,-900
0IHULCUZI0XD3MIG,XBFC9JPUU9SIGZK6,I,1999021804:48:06-480,-900
0IHUXOU2F0XD3MIG,E3S0TUXWX3N3EAWS,I,1999021804:51:36-480,-900
0IHUXP1000XD3MIG,WQTDUS3CQTLYX2CJ,I,1999021804:58:14-480,-900
0IHUXOV1F0XD3MIG,ZQCNXTFTQRR8AJ4X,I,1999021805:02:06-480,-900
0IHUVEL000XD3MIG,IT8XIUESDUR1N2XR,I,1999021805:14:40-480,-900
0IHUKZH090X23MIG,SE9H0M6XY5JXGY51,I,1999021805:21:04-480,-900
0IHUNCF000X22MIG,C6VTKL1OUWH0HVHQ,I,1999021805:35:18-480,-900
0IHUOB2000X22MIG,JVUMHO5L0CBI9I54,I,1999021805:47:50-480,-900
0IHUXNS000XD3MIG,PBNOK2KCX8GQGUET,I,1999021805:52:32-480,-900
0IHUXOY1I0XD3MIG,BMS3OZ9OH4JLV4UQ,I,1999021805:57:30-480,-900
0IHUXOP000XD3MIG,HVQ22SG6J4UNYEJB,I,1999021806:03:10-480,-900
0IHUR0O4A0X23MIG,SQM627WEBDSSWQFW,I,1999021806:08:08-480,-900
0IHUSU9000XD3MIG,YV24FJ7CE2LF2BSK,I,1999021806:12:26-480,-900
0IHUKFX000XD7MIG,M38E5HK84WPQJALW,I,1999021806:22:12-480,-900
0IHUXPH0A0XD3MIG,TD2WYVJHWEOJKUUG,I,1999021816:53:26-480,-900
0IHURTC000XD3MIG,RTYCF4WCBCEZ47A8,I,1999021817:06:10-480,-900
0IHUQWW1F0XD3MIG,T8VKFLZXCA0MCQZS,I,1999021817:17:08-480,-900
0IHUO28090X23MIG,RSGH88LOGXKZ4DGS,I,1999021817:27:00-480,-900
